THE ADVENTURE OF THE DANCING MEN	暗号舞踏人の謎
Holmes had been seated for some hours in silence with his long, thin back curved over a chemical vessel	ホームズは全く黙りこんだまま、その脊の高い痩せた身体を猫脊にして、何時間も化学実験室に向っていた。
in which he was brewing a particularly malodorous product.	そこからは頻りに、いやな悪臭がただよって来る、
His head was sunk upon his breast, and he looked from my point of view like a strange, lank bird, with dull gray plumage and a black top-knot.	――彼の頭は胸に深くちぢこめられて、その恰好は、鈍い灰色の羽毛の、黒い鳥冠（とさか）の奇妙な鳥のようにも見えた。
"So, Watson,"	「そこで、ワトソン君、――」
said he, suddenly,	彼は突然に口を開いた。
"you do not propose to invest in South African securities?"	「君は南アフリカのある投資事業に、投資することは、思い止まってしまったのだね」
I gave a start of astonishment.	私はサッと驚かされてしまった。
Accustomed as I was to Holmes's curious faculties, this sudden intrusion into my most intimate thoughts was utterly inexplicable.	私は彼の不思議な直覚力と云ったようなものには、毎度のことでよく慣れていたが、しかしこの私の胸中の、秘中の秘事にずばりっと図星を指されたのには、全くあきれ返ってしまった。
"How on earth do you know that?"	「一たい君は、どうしてその事を知っていたのだね？」
I asked.	私は訊き返した。
"Now, Watson, confess yourself utterly taken aback,"	「さあワトソン君、ぐうの音が出まいがね」
"I am."	「いや、全くその通りだ」
"I ought to make you sign a paper to that effect."	「それではね君、とにかくきれいに参ったと云う一札（いっさつ）を入れたまえ」
"Why?"	「それはまたどうしてさ？」
"Because in five minutes you will say that it is all so absurdly simple."	「いや、実はもう五分の後には、君はきっと、それは馬鹿馬鹿しくわかり切ったことだと云うに相違ないからだよ」
"I am sure that I shall say nothing of the kind."	「いやいや、僕は決して、そんなことは云わないよ」
"You see, my dear Watson"--	「ワトソン君、それでは御説明に及ぶとしようかね」
he propped his test-tube in the rack, and began to lecture with the air of a professor addressing his class--	ホームズは試験管を架にかけて、教授が講堂で、学生たちに講義でもする時のような恰好で話し出した。
"it is not really difficult to construct a series of inferences, each dependent upon its predecessor and each simple in itself.	「先人の研究材料を基本として、それを単純化して、推論の系統を立てると云うことは、決してそう難しいことでもないのだ。
If, after doing so, one simply knocks out all the central inferences and presents one's audience with the starting-point and the conclusion, one may produce a startling, though possibly a meretricious, effect.	そしてもしこう云う試（こころみ）をして、誰かが中心思潮となっている論説を覆して、更にその聴衆に、新（あらた）な出発点と結論とを与えたら、それはたしかに、キザたっぷりなことではあるが、しかし一つの驚歎すべき結果をもたらしたと云ってよかろう。
Now, it was not really difficult, by an inspection of the groove between your left forefinger and thumb, to feel sure that you did NOT propose to invest your small capital in the gold fields."	さて、君の左の人差し指と拇指（おやゆび）の間の皮膚の筋を見て、君が採金地の株を買わなかったと云うことが、あまり首をひねりまわさない中（うち）に解ったと云うわけさ」
"I see no connection."	「どうも僕には何の事か解らないね」
"Very likely not;	「いや誠に御もっとも至極
but I can quickly show you a close connection.	――しかしこれはごく手短に説明することが出来るんだ。
Here are the missing links of the very simple chain:	ここにそれぞれ取り外れていた、鎖の輪があるからね。
1. You had chalk between your left finger and thumb when you returned from the club last night.	第一には、君が昨夜倶楽部（くらぶ）から帰って来た時は、君の左の手の指のあたりに、白いチョークがついていたこと。
2. You put chalk there when you play billiards, to steady the cue.	第二には、君が玉を突く時は棒（キュー）の辷（すべ）りをよくするために、チョークをつける習慣のあること。
3. You never play billiards except with Thurston.	第三には、君はサーストン氏との外（ほか）には、決して玉を突かないこと、
4. You told me, four weeks ago, that Thurston had an option on some South African property which would expire in a month, and which he desired you to share with him.	――第四には君が四週間前に、サーストン氏は、南アフリカの採金地の株式募集をやっているが、その締切りまでは一ヶ月あるので、君にも加入してくれと云って来たと話したことのあったこと、
5. Your check book is locked in my drawer, and you have not asked for the key.	――第五には、君の小切手帳は、僕の抽斗（ひきだし）に入って錠が下りているが、しかし君はその鍵を決して僕に請求しなかったこと、
6. You do not propose to invest your money in this manner."	――第六には、君がこのようにして、この株式に申込をしなかったと云うこと、――」
"How absurdly simple!"	「ははははははは、何と云う馬鹿馬鹿しく解り切ったことだ！」
I cried.	私は叫んだ。
"Quite so!"	「全くその通りさ」
said he, a little nettled.	彼はちょっと不気嫌になって云った。
"Every problem becomes very childish when once it is explained to you.	「どんな問題でも、一通りわかってしまうと君には皆小供だましのように解り切ったものになってしまうのだ。
Here is an unexplained one.	ではここに未解決の問題があるが、
See what you can make of that, friend Watson."	ワトソン君、これには君はどう云う解釈を与えるね？」
He tossed a sheet of paper upon the table, and turned once more to his chemical analysis.	彼は一枚の紙を机の上に放り出して、また化学の分析の方に向き直った。
I looked with amazement	私はそれを見て驚いてしまった。
at the absurd hieroglyphics upon the paper.	それは、何かの符牒の文字のようなものであった。
"Why, Holmes, it is a child's drawing,"	「何んだ、――これは小供の絵ではないか――ホームズ君！」
I cried.	私は叫んだ。
"Oh, that's your idea!"	「ははははははは、そんなものに見えるのかね！」
"What else should it be?"	「じゃ何なんだね？」
"That is what Mr. Hilton Cubitt, of Riding Thorpe Manor, Norfolk, is very anxious to know.	「これは、ノーフォークのリドリング公領［＃「リドリング公領」は底本では「リドリユグ公領」］のヒルトン・キューピット氏が、しきりに知りたがっていることなんだがね。
This little conundrum came by the first post, and he was to follow by the next train.	この謎のような問題は、第一回の郵便配達で来て、その人は二番列車でその後から来ることになっているのだ。
There's a ring at the bell, Watson.	ああワトソン君。
I should not be very much surprised if this were he."	ベルが鳴っているが、あるいはその人かもしれない――」
A heavy step was heard upon the stairs, and an instant later there entered a tall, ruddy, clean-shaven gentleman, whose clear eyes and florid cheeks told of a life led far from the fogs of Baker Street.	重々しい足取りが、階段にきこえたと思う中（うち）に、一人の紳士が入って来た。
He seemed to bring a whiff of his strong, fresh, bracing, east-coast air with him as he entered.	彼が室（へや）の中に入って来た時に、どこか強健なきびきびしたような、東海岸独特の香（におい）が、ただよって来るようであった。
Having shaken hands with each of us, he was about to sit down, when his eye rested upon the paper with the curious markings, which I had just examined and left upon the table.	彼は我々二人と握手を交わして、さて腰かけようとした時に、私が見て机の上に置いてあった、不思議な記号のようなものに目を止めた。
"Well, Mr. Holmes,	「ああホームズさん、
what do you make of these?"	――これをどう云う風にお考えになりましたか？」
he cried.	彼は叫んだ。
"They told me that you were fond of queer mysteries, and I don't think you can find a queerer one than that.	「あなたは大変、奇妙な神秘的なことをお好きでいらっしゃるそうですが、しかしこれはまた一段と、奇妙不可思議なものでしょう。
I sent the paper on ahead, so that you might have time to study it before I came."	私はあなたが、私が来る前に研究しておかれるようにと思って、前もってお送りしたわけです」
"It is certainly rather a curious production,"	「これはたしかに奇妙なものですな」
said Holmes.	ホームズは云った。
"At first sight it would appear to be some childish prank.	「ちょっと見れば、子供の悪戯画（いたずらがき）のようにも思われるし、
It consists of a number of absurd little figures dancing across the paper upon which they are drawn.	また、紙の上を踊りながらゆく、でたらめな小さな姿の、絵のようでもありますね。
Why should you attribute any importance to so grotesque an object?"	一たいこんな変な、得体の知れないものに、どうしてそんな勿体振った意味をつけようと仰有るのですか？」
"I never should, Mr. Holmes.	「いや、私は決してそう云うつもりではないのですが、
But my wife does.	ただ私の妻が大変なのです。
It is frightening her to death.	実は妻が全く気絶するほど、これに驚かされたのです。
She says nothing, but I can see terror in her eyes.	彼の女は何にも云いませんが、しかし私はその目の中に、非常な驚怖（きょうふ）を見て取りました。
That's why I want to sift the matter to the bottom."	それでそれを穿鑿（せんさく）してみたいと思ったわけです」
Holmes held up the paper so that the sunlight shone full upon it.	ホームズは紙片を取り上げて、太陽の光線をその上に直射せしめた。
It was a page torn from a notebook.	その紙片は、ノートブックから離し取ったもので、
The markings were done in pencil, and ran in this way:	鉛筆で次のような象形（かたち）が画かれてあった。
Holmes examined it for some time, and then, folding it carefully up, he placed it in his pocketbook.	ホームズはしばらくの間、それを検（しら）べていたが、やがて、叮嚀（ていねい）に折りたたんで、自分の手帳の間にはさんだ。
"This promises to be a most interesting and unusual case,"	「これはとても面白い、稀有の事件かもしれない」
said he.	彼は云った。
"You gave me a few particulars in your letter, Mr. Hilton Cubitt, but I should be very much obliged if you would kindly go over it all again for the benefit of my friend, Dr. Watson."	「ヒルトン・キューピットさん、あなたはお手紙の中（うち）では、二三具体的なことを書かれてありましたが、しかしこの友人のワトソン博士のために、もう一度一通りお話し下さいませんか」
"I'm not much of a story-teller,"	「どうも私は説明は拙劣（まず）いのですが、――」
said our visitor, nervously clasping and unclasping his great, strong hands.	我等の訪客は、その大きな強い手を、組んだり放したり、もじもじさせながら、神経質に語り出した。
"You'll just ask me anything that I don't make clear.	「いずれお解りにならないところは、そちらの方からお訊ね下さい、
I'll begin at the time of my marriage last year, but I want to say first of all that, though I'm not a rich man, my people have been at Riding Thorpe for a matter of five centuries, and there is no better known family in the County of Norfolk.	――私は去年、結婚した時のことから申しますが、まずその前にお耳に入れておきたいことは、私の家は、決して金持ではありませんが、ここ約五世紀の間は、現在のリドリング村に住んでいて、ノーフォーク地方では、第一の旧家だと云うことです。
Last year I came up to London for the Jubilee, and I stopped at a boarding-house in Russell Square,	去年の五十年祭には私はロンドンに来て、ランセル街の宿泊所に滞在しました。
because Parker, the vicar of our parish, was staying in it.	それは私の教区の牧師の、パーカーさんが滞在していた関係から、そこを選んだのでした。
There was an American young lady there--	そうするとそこに、亜米利加（アメリカ）の若い婦人が居たのでした。
Patrick was the name--	パートリックと云う名前で
Elsie Patrick.	――すなわちエルシー・パートリックと云う女でしたが、
In some way we became friends, until before my month was up I was as much in love as man could be.	――ふとした機会から、私共は友人になってしまいましたが、その滞在中に私は、遂に男性並々に、その女と恋愛関係に陥ってしまったのでした。
We were quietly married at a registry office, and we returned to Norfolk a wedded couple.	それで私共は早速結婚の手続をすまし、夫婦としてノーフォークに帰って来ました。
You'll think it very mad, Mr. Holmes, that a man of a good old family should marry a wife in this fashion, knowing nothing of her past or of her people, but if you saw her and knew her, it would help you to understand.	とにかく少しは知られている旧家の人間が、こんな風にして、全くその身元調査もろくろくしないで、結婚してしまうなどということは、とても乱暴なことと思われるでしょうが、しかしそのことは、私の妻を御覧下されて、彼の女を知って下されば、お解りになると思われますが、
"She was very straight about it, was Elsie.	――とにかく彼の女は、――エルシーは卒直でした。
I can't say that she did not give me every chance of getting out of it if I wished to do so.	もし私が訊ねさえしたら、何もかも隠さずに云ってくれたと思っています。
`I have had some very disagreeable associations in my life,'	「わたしにはとても厭な思い出がありますのよ」
said she,	こう云って彼の女は語るのでした。
`I wish to forget all about them.	「わたしはそれをどうにかして忘れてしまいたいと思いますわ。
I would rather never allude to the past, for it is very painful to me.	わたしはもう一切それには触れたくはありませんの。
If you take me, Hilton, you will take a woman who has nothing that she need be personally ashamed of, but you will have to be content with my word for it, and to allow me to be silent as to all that passed up to the time when I became yours.	ヒルトンさん、あなたがもしわたしを求めて下さるなら、そりゃ過去において一点の曇もない女性を得ることになると申しますが、しかしいずれあなたは、わたしの言葉を全部信じて下さって、わたしの過去については、何にも訊ねないと云うことを約束して下さい。
If these conditions are too hard, then go back to Norfolk, and leave me to the lonely life in which you found me.'	それでこのお約束が無理だと仰有るのでしたら、どうぞわたしをこのままのこしてノーフォークにお帰り下さい」
It was only the day before our wedding that she said those very words to me.	と、これは私達の結婚の前日に、彼の女が私に云った言葉でした。
I told her that I was content to take her on her own terms, and I have been as good as my word.	それで私は彼の女の言葉をそのまま容れて、その後もこの約束をかたく守って来たのでした。
"Well we have been married now for a year, and very happy we have been.	そしてその後私共は、この一年の間、結婚生活をつづけて来ましたが、私共は実に幸福でした。
But about a month ago, at the end of June, I saw for the first time signs of trouble.	しかしほぼ一ヶ月前、――六月の末頃に、私は始めて煩累（わざわい）の兆を見たのでした。
One day my wife received a letter from America. I saw the American stamp.	その頃妻は亜米利加（アメリカ）の消印のある手紙を受け取ったのでしたが、
She turned deadly white, read the letter, and threw it into the fire.	その時彼の女の顔は気絶しないばかりに蒼白になり、手紙を読んでから、それを火の中に投げこんでしまったのでした。
She made no allusion to it afterwards, and I made none, for a promise is a promise, but she has never known an easy hour from that moment.	その後は別に彼の女はそれについて何も云いませんでしたし、私もまた約束にしたがって、そのことについては一言も触れませんでした。
There is always a look of fear upon her face--a look as if she were waiting and expecting.	しかし彼の女は、それ以来はずっと、一つの不安にとざされていて、とかく顔色が浮かなくなり、何ごとかにビクビクしているようでした。
She would do better to trust me.	まあ俺を信ずるがよい。
She would find that I was her best friend.	俺こそは彼の女の、最もよい伴侶なのだ。
But until she speaks, I can say nothing.	しかし彼の女が云い出すまでは、私は切り出すことは出来ません。
Mind you, she is a truthful woman, Mr. Holmes, and whatever trouble there may have been in her past life it has been no fault of hers.	しかしホームズさん、くれぐれもお含みを願いたいのですが、彼の女はたしかに真実な女性で、もし彼の女の過去に、何か難題のようなものがあるとしても、それは彼の女の欠点ではないと思うのです。
I am only a simple Norfolk squire, but there is not a man in England who ranks his family honour more highly than I do.	私はただノーフォークの田舎者にすぎないのですが、しかしそれでも、英国では第一流の旧家であると云うことは、
She knows it well, and she knew it well before she married me.	彼の女はよく知っており、また結婚前からも認めていましたから、
She would never bring any stain upon it--of that I am sure.	まさか彼の女は、その私の家名を汚すようなことは、万々（ばんばん）無いと私は確信するのです。
"Well, now I come to the queer part of my story.	さていよいよこれから、私の話は、奇怪な部分に進みますが、
About a week ago--	一週間ばかり前、――
it was the Tuesday of last week--	そうです先週の火曜日でした。
I found on one of the window-sills a number of absurd little dancing figures like these upon the paper.	私は窓硝子の上に、この紙に画いてあるような、出鱈目（でたらめ）な小さな、踊っているような姿が、画かれてあるのを発見したのでした。
They were scrawled with chalk.	それは白墨でいたずら画きしたものでしたが、
I thought that it was the stable-boy who had drawn them, but the lad swore he knew nothing about it.	私は厩（うまや）番の少年がかいたのだろうと思いました、その若者は、全く知らないと云いはるのでした。
Anyhow, they had come there during the night.	とにかくそれは夜かかれたものでしたが、
I had them washed out, and I only mentioned the matter to my wife afterwards.	私はそれを洗い落してから、このことを妻に話しました。
To my surprise, she took it very seriously, and begged me if any more came to let her see them.	ところが驚いたことには、妻はそんなものを大変重大視して、もしまた画かれたら、ぜひ見たいと云うのでした。
None did come for a week, and then yesterday morning I found this paper lying on the sundial in the garden.	それから、一週間の間は、そんなものは画かれませんでしたが、ちょうど昨日の朝、またまた私は、庭園の日時計の上に、この紙片がおかれてあるのを見つけたのでした。
I showed it to Elsie, and down she dropped in a dead faint.	私はそれをエルシーに見せましたら、彼の女は気絶して倒れてしまったのでした。
Since then she has looked like a woman in a dream, half dazed, and with terror always lurking in her eyes.	それ以来彼の女は、全く茫然としてしまって、いつも恐怖にとりつかれた目色をしているのです。
It was then that I wrote and sent the paper to you, Mr. Holmes.	それでその時に私は、この紙片をあなたにお送りして、手紙をさし上げた次第でした。
It was not a thing that I could take to the police, for they would have laughed at me, but you will tell me what to do.	これはまさか警察に訴えても、ただ笑いものにされて、取りあってくれますまいし、あなたでしたら何とか方法を教えて下さるだろうと考えたのでした。
I am not a rich man, but if there is any danger threatening my little woman, I would spend my last copper to shield her."	私は決して金持ではありませんが、しかし何か私の妻を悩ましているものがあるとしたら、私は彼女を全財産を賭しても、保護してやりたいと思うのですが――」
He was a fine creature, this man of the old English soil--simple, straight, and gentle, with his great, earnest blue eyes and broad, comely face.	古いイギリスっ児のこの人間は、単純で卒直で、目は大きく熱意のこもった、堂々たる風貌の紳士であった。
His love for his wife and his trust in her shone in his features.	彼がその妻に対する愛情と信実は、外部にまで溢れ出ていた。
Holmes had listened to his story with the utmost attention, and now he sat for some time in silent thought.	ホームズは全注意を集めて、この話を聞いていたが、この話が終ると、しばしの間は、静（じ）っと沈黙したまま思案に沈んだ。
"Don't you think, Mr. Cubitt,"	「いや、キューピットさん、――」
said he, at last,	彼はようやく口を開いた。
"that your best plan would be to make a direct appeal to your wife, and to ask her to share her secret with you?"	「これはやはり、あなたが直接に奥さんにお訊ねになって、あなたに対して秘（かく）されていたことを、話してもらうのが一番早道ではないかと思われますがね」
Hilton Cubitt shook his massive head.	ヒルトン・キューピットはしかし、その大きな頭を振った。
"A promise is a promise, Mr. Holmes.	「ホームズさん、約束はどこまでも約束ですからね。
If Elsie wished to tell me she would.	もしエルシーが、話していいと思うくらいでしたら、彼から話してくれるでしょう。
If not, it is not for me to force her confidence.	そしてまたもし話したくないことでしたら、私は彼の女に対して強要はしたくはありません。
But I am justified in taking my own line--	しかしそれと離れても、私には私で取るべき道はあるはずです。
and I will."	そしてそれを私は大（おおい）にやろうと思うのです」
"Then I will help you with all my heart.	「いや、そう云うのでしたら、私も全力をつくして御相談に与（あずか）りましょう。
In the first place, have you heard of any strangers being seen in your neighbourhood?"	まずお訊ねしますが、この頃からあなたの御近所に、新に来た者があるようなことはお聞きになりませんか？」
"No."	「いえ」
"I presume that it is a very quiet place.	「大変閑静なところだろうと思われますが、
Any fresh face would cause comment?"	新顔などが現われて、人々の噂に上るようなことがありますか？」
"In the immediate neighbourhood, yes.	「えい、そうそうごく近所にありました。
But we have several small watering-places not very far away.	しかし私共の近所には、湯治場（とうじば）があるので、
And the farmers take in lodgers."	よく田舎者共が宿をとります」
"These hieroglyphics have evidently a meaning.	「この象形文字は、たしかに意味がありましょう。
If it is a purely arbitrary one, it may be impossible for us to solve it.	もし全く出鱈目なものだとすれば、それはもうとても解釈が出来ませんが、
If, on the other hand, it is systematic, I have no doubt that we shall get to the bottom of it.	しかしこれが組織的なものだとすれば、きっとどうにかして解くことが出来ますよ。
But this particular sample is so short that I can do nothing, and the facts which you have brought me are so indefinite that we have no basis for an investigation.	しかし何しろこれはひどく短いもので、どうにも仕様が無いし、またあなたが持って来られた事柄も、はなはだ漠然としたことで、考査の基本にはなりませんからね。
I would suggest that you return to Norfolk, that you keep a keen lookout, and that you take an exact copy of any fresh dancing men which may appear.	やはりこれはあなたが、一度ノーフォークにお帰りになって、注意深く監視をして、もう一度この踊り人の姿が現われた時に、正しく写し取った方がいいと思いますがね。
It is a thousand pities that we have not a reproduction of those which were done in chalk upon the window-sill.	先に窓硝子に画かれたものの写しを、見ることの出来ないのははなはだ遺憾ですが、
Make a discreet inquiry also as to any strangers in the neighbourhood.	いずれ近所に最近に現われた者に対しても、慎重の注意を向けなさい。
When you have collected some fresh evidence, come to me again.	そして新な証拠が得られたら、またお出で下さい。
That is the best advice which I can give you, Mr. Hilton Cubitt.	これがもうあなたに対しての、僕の最善のお答えです。
If there are any pressing fresh developments, I shall be always ready to run down and see you in your Norfolk home."	それでヒルトン・キューピットさん、もし何か新な展開がありましたら、その時は私はいつでも早速出発して、ノーフォークのお宅でお目にかかりましょう」
The interview left Sherlock Holmes very thoughtful,	この会見の後、シャーロック・ホームズは、しっかり考えこんでしまった。
and several times in the next few days I saw him take his slip of paper from his notebook and look long and earnestly at the curious figures inscribed upon it.	そしてこの後二三日の間、彼はたびたび手帳から、例の記号の画かれてある紙片を取り出しては、長いこと熱心に見つめているのであった。
He made no allusion to the affair, however, until one afternoon a fortnight or so later.	その後二週間ばかりの間、彼はそのことを、（おくび）にも出さなかったが、
I was going out when he called me back.	ふとある日の午後、私が外出しようとしているところを呼び止めた。
"You had better stay here, Watson."	「ワトソン君、出ないでいる方がよかろうと思われるんだがね」
"Why?"	「なぜ？」
"Because I had a wire from Hilton Cubitt this morning.	「今朝ヒルトン・キューピットから電報が来たのだ。
You remember Hilton Cubitt, of the dancing men?	そらあの舞踏人形のヒルトン・キューピットを知っているだろう。
He was to reach Liverpool Street at one-twenty.	彼は一時二十分にリバプール街に着くと云っているのだ。
He may be here at any moment.	で、もうやがてここに見えるだろうと思うのさ。
I gather from his wire that there have been some new incidents of importance."	その電報を綜合すると、どうも何か重大な新らしい出来事があったように思われるのだ」
We had not long to wait, for our Norfolk squire came straight from the station as fast as a hansom could bring him.	やがてまもなく、二輪馬車が全速力で、停車場から我等のノーフォークの紳士を乗せて、来たのであった。
He was looking worried and depressed, with tired eyes and a lined forehead.	大変悩み衰えているらしく、目は疲れており、額には皺を寄せていた。
"It's getting on my nerves, this business, Mr. Holmes,"	「これには全く、すっかり弱らされてしまいました、ホームズさん、――」
said he, as he sank, like a wearied man, into an armchair.	彼は半病人のように、腕椅子にもたれ寄りながら云った。
"It's bad enough to feel that you are surrounded by unseen, unknown folk, who have some kind of design upon you, but when, in addition to that, you know that it is just killing your wife by inches,	「どうでしょう、――自分の周囲に未知の未見の人間が、何か策動していて、しかもその上に妻がもう一寸刻みに、殺されてゆくと考えては、とても我慢が出来ませんでしょう？
then it becomes as much as flesh and blood can endure.	いやこれこそ全く生きた気持はありませんよ。
She's wearing away under it--	いや私の妻は刻々に、弱っていきます。
just wearing away before my eyes."	もう刻々に弱って私の前から消えてしまいそうなんです」
"Has she said anything yet?"	「奥さんは何も仰有いませんか？」
"No, Mr. Holmes, she has not.	「いえ、何も云いません。
And yet there have been times when the poor girl has wanted to speak, and yet could not quite bring herself to take the plunge.	しかし彼の女は、云おうとしたこともあったようでしたが、やはり遂に云い出し得ませんでした。
I have tried to help her,	私は妻を助けようとしました。
but I daresay I did it clumsily, and scared her from it.	しかし私はまずかったので結局彼の女を怖れすくませてしまうだけでした。
She has spoken about my old family, and our reputation in the county, and our pride in our unsullied honour, and I always felt it was leading to the point, but somehow it turned off before we got there."	彼の女は私の古い家庭のこと、私の家庭の地方においての名聞、またその汚れない名誉と云ったようなものについて、言葉を触れさせることもありましたが、その時は私は、いよいよ大切な要点にゆくのだと思うと、もうその中（うち）に、話は外（よそ）に外（そ）れてしまうのでした」
"But you have found out something for yourself?"	「しかしあなた御自分で、気のついたものはありませんでしたか？」
"A good deal, Mr. Holmes.	「いやホームズさん、
I have several fresh dancing-men pictures for you to examine,	それはたくさんあります、私はぜひあなたにお目にかけたい、新な舞踏人の絵を持って来ました。
